longitude,latitude,light_pollution
-0.5123780517012284,43.18627571891839,0.355217
-0.512506603775046,43.188524230663845,0.355217
-0.5126351652536659,43.1907727410909,0.332033
-0.512763736138118,43.1930212501961,0.332033
-0.5128923164294347,43.195269757975915,0.301855
-0.5130209061286471,43.19751826442689,0.301855
-0.5131495052367877,43.19976676954555,0.308633
-0.5132781137548886,43.202015273328406,0.308633
-0.5134067316839821,43.20426377577196,0.28474
-0.5135353590251006,43.20651227687277,0.290597
-0.5136639957792764,43.20876077662731,0.290597
-0.5137926419475424,43.21100927503215,0.302394
-0.5139212975309313,43.21325777208375,0.302394
-0.5140499625304764,43.21550626777868,0.307934
-0.5141786369472107,43.217754762113444,0.307934
-0.5143073207821672,43.22000325508454,0.297596
-0.5144360140363802,43.222251746688514,0.297596
-0.5145647167108828,43.224500236921855,0.293487
-0.5146934288067084,43.226748725781114,0.308711
-0.5148221503248915,43.22899721326278,0.302523
-0.5149508812664666,43.23124569936337,0.302523
-0.5150796216324665,43.23349418407943,0.29498
-0.5152083714239268,43.23574266740747,0.274278
-0.5153371306418814,43.237991149343976,0.274278
-0.5154658992873662,43.24023962988551,0.273131
-0.5155946773614133,43.24248810902854,0.273131
-0.5157234648650604,43.24473658676964,0.297748
-0.5158522617993423,43.246985063105285,0.297748
-0.5159810681652928,43.249233538032016,0.306077
-0.5161098839639486,43.25148201154634,0.306077
-0.5162387091963455,43.25373048364476,0.287677
-0.516367543863518,43.255978954323815,0.287677
-0.5164963879665029,43.25822742358002,0.299337
-0.5166252415063358,43.26047589140987,0.296773
-0.5167541044840533,43.26272435780989,0.296773
-0.5168829769006914,43.26497282277659,0.297108
-0.517011858757287,43.26722128630653,0.297108
-0.517140750054876,43.269469748396176,0.340028
-0.5172696507944963,43.27171820904207,0.340028
-0.5173985609771842,43.273966668240696,0.343034
-0.5175274806039769,43.27621512598862,0.343034
-0.5176564096759115,43.27846358228231,0.355399
-0.5177853481940254,43.280712037118306,0.355399
-0.5179142961593561,43.282960490493124,0.365235
-0.5180432535729419,43.28520894240326,0.365235
-0.5181722204358201,43.28745739284524,0.373328
-0.5183011967490291,43.289705841815596,0.372575
-0.5184301825136066,43.29195428931083,0.372575
-0.5185591777305907,43.294202735327424,0.385142
-0.5186881824010213,43.29645117986195,0.385142
-0.5188171965259354,43.29869962291089,0.420689
-0.518946220106373,43.30094806447077,0.420689
-0.5190752531433726,43.30319650453809,0.44284
-0.5192042956379729,43.30544494310937,0.44284
-0.5193333475912136,43.30769338018113,0.41237
-0.5194624090041337,43.30994181574988,0.41237
-0.5195914798777734,43.31219024981215,0.450895
-0.5197205602131714,43.31443868236442,0.450895
-0.5198496500113683,43.316687113403226,0.451503
-0.5199787492734043,43.31893554292507,0.509531
-0.5201078580003186,43.32118397092646,0.509531
-0.5202369761931516,43.323432397403955,0.548731
-0.5203661038529453,43.325680822354,0.548731
-0.5204952409807388,43.32792924577316,0.554637
-0.5206243875775727,43.330177667657935,0.554637
-0.520753543644489,43.33242608800484,0.615768
-0.5208827091825283,43.33467450681035,0.615768
-0.5210118841927313,43.33692292407104,0.764888
-0.5211410686761401,43.33917133978337,0.764888
-0.5212702626337959,43.341419753943875,0.69511
-0.5213994660667404,43.34366816654908,0.69511
-0.5215286789760155,43.345916577595474,0.719163
-0.5216579013626622,43.34816498707955,0.940437
-0.5217871332277244,43.35041339499789,0.940437
-0.5219163745722438,43.35266180134694,0.953889
-0.522045625397262,43.354910206123236,0.953889
-0.5221748857038222,43.3571586093233,1.00723
-0.5223041554929676,43.359407010943634,1.00723
-0.5224334347657399,43.36165541098073,1.00069
-0.5225627235231836,43.36390380943112,1.00069
-0.5226920217663408,43.366152206291304,1.98983
-0.5228213294962547,43.36840060155783,1.98983
-0.5229506467139703,43.37064899522715,0.9411
-0.5230799734205296,43.372897387295815,0.9411
-0.5232093096169768,43.37514577776032,1.05091
-0.523338655304357,43.377394166617194,0.99813
-0.5234680104837126,43.37964255386293,0.99813
-0.5235973751560892,43.381890939494035,1.0212
-0.5237267493225302,43.38413932350701,1.0212
-0.5238561329840813,43.386387705898414,0.917438
-0.5239855261417867,43.38863608666471,0.917438
-0.5241149287966913,43.390884465802415,0.749789
-0.5242443409498393,43.39313284330805,0.749789
-0.5243737626022773,43.39538121917811,0.658253
-0.52450319375505,43.397629593409135,0.658253
-0.524632634409203,43.399877965997604,0.568283
-0.5247620845657808,43.402126336940015,0.52992
-0.5248915442258308,43.404374706232915,0.52992
-0.5091768079181382,43.18412122524433,0.359966
-0.5093052383941549,43.18636974169478,0.310962
-0.5094336782657615,43.188618256830395,0.310962
-0.5095621275339904,43.19086677064773,0.306015
-0.5096905861998712,43.19311528314329,0.306015
-0.5098190542644349,43.195363794313586,0.298657
-0.5099475317287113,43.19761230415515,0.298657
-0.5100760185937329,43.199860812664475,0.309779
-0.5102045148605298,43.20210931983811,0.290124
-0.5103330205301341,43.20435782567256,0.290124
-0.5104615356035774,43.20660633016434,0.290597
-0.5105900600818908,43.20885483331,0.290597
-0.5107185939661066,43.211103335106024,0.302394
-0.510847137257257,43.21335183554893,0.302394
-0.5109756899563728,43.21560033463526,0.307934
-0.5111042520644877,43.217848832361504,0.307934
-0.5112328235826336,43.22009732872422,0.297596
-0.5113614045118431,43.22234582371989,0.297596
-0.5114899948531487,43.22459431734505,0.293487
-0.5116185946075839,43.226842809596214,0.293487
-0.5117472037761814,43.2290913004699,0.305373
-0.5118758223599739,43.231339789962625,0.296356
-0.5120044503599952,43.23358827807091,0.296356
-0.5121330877772791,43.235836764791266,0.290387
-0.512261734612859,43.23808525012022,0.290387
-0.5123903908677679,43.24033373405428,0.279436
-0.5125190565430402,43.242582216589966,0.279436
-0.5126477316397106,43.244830697723785,0.290023
-0.5127764161588132,43.247079177452285,0.290023
-0.5129051101013821,43.24932765577195,0.303549
-0.5130338134684517,43.251576132679325,0.303549
-0.5131625262610562,43.253824608170895,0.297094
-0.5132912484802323,43.25607308224321,0.297094
-0.5134199801270135,43.25832155489277,0.292544
-0.5135487212024349,43.26057002611606,0.292157
-0.5136774717075322,43.26281849590967,0.292157
-0.5138062316433407,43.26506696427004,0.316484
-0.5139350010108964,43.267315431193744,0.316484
-0.5140637798112347,43.26956389667726,0.334932
