longitude,latitude,light_pollution
-2.0242241314204934,48.598050361774725,0.816488
-2.0246656336562405,48.60253727757709,1.2122
-2.0251072133826464,48.60702418449377,1.38089
-2.0255488706200846,48.61151108249661,2.3602
-2.025990605388937,48.61599797155752,3.48225
-2.0264324177095916,48.620484851648385,3.76363
-2.026874307602444,48.62497172274108,3.79145
-2.0273162750878964,48.62945858480751,5.45807
-2.0277583201863583,48.63394543781953,8.82368
-2.0282004429182496,48.63843228174902,14.304
-2.02864264330399,48.64291911656786,24.8817
-2.029084921364014,48.64740594224792,25.9417
-2.0295272771187576,48.651892758761065,21.0897
-2.0299697105886683,48.656379566079174,1.58091
-2.0304122217941973,48.66086636417411,0.922944
-2.0308548107558053,48.66535315301773,0.73747
-2.03129747749396,48.66983993258191,0.620384
-2.0317402220291347,48.6743267028385,0.526531
-2.032183044381809,48.67881346375933,0.498018
-2.01745941649184,48.598342981808614,1.05858
-2.0179003276437157,48.6028299228193,1.27223
-2.018341316183392,48.6073168549469,1.23862
-2.018782382131214,48.61180377816328,1.75588
-2.0192235255075395,48.616290692440344,3.23165
-2.0196647463327277,48.62077759774996,3.82676
-2.020106044627147,48.625264494064034,4.63857
-2.0205474204111744,48.62975138135444,15.9444
-2.0209888737051935,48.63423825959305,25.9314
-2.021430404529594,48.63872512875176,41.7421
-2.0218720129047716,48.64321198880242,71.1092
-2.022313698851133,48.647698839716924,65.1919
-2.0227554623890867,48.652185681467124,19.8581
-2.023197303539055,48.656672514024905,2.09514
-2.0236392223214623,48.66115933736212,1.0567
-2.0240812187567414,48.66564615145066,0.830467
-2.0245232928653327,48.67013295626235,0.685965
-2.024965444667683,48.674619751769065,0.608074
-2.025407674184246,48.67910653794267,0.51508
-2.0106946241957293,48.598635208111325,1.66546
-2.0111349442433935,48.603122174296594,1.78913
-2.011575341575992,48.607609131601365,1.38309
-2.0120158162138457,48.612096079997535,1.74665
-2.012456368177281,48.61658301945698,7.27078
-2.0128969974866338,48.6210699499516,17.6297
-2.013337704162244,48.62555687145327,22.1959
-2.0137784882244643,48.6300437839339,28.476
-2.0142193496936494,48.63453068736534,39.7948
-2.0146602885901626,48.63901758171948,53.9744
-2.015101304934373,48.643504466968196,72.9849
-2.0155423987466596,48.64799134308335,42.217
-2.015983570047406,48.652478210036826,31.2704
-2.0164248188570055,48.65696506780049,2.17019
-2.016866145195857,48.66145191634622,1.3495
-2.0173075490843675,48.66593875564586,1.1781
-2.0177490305429475,48.670425585671275,0.757336
-2.0181905895920194,48.67491240639434,0.601453
-2.0186322262520098,48.679399217786894,0.525555
-2.003929754634999,48.59892704067623,2.14808
-2.004369483558138,48.60341403200232,2.67478
-2.0048092896633385,48.607901014450526,2.75359
-2.0052491729708937,48.61238798799272,5.23312
-2.005689133501105,48.616874952600796,19.3482
-2.0061291712742806,48.62136190824667,39.2952
-2.006569286310735,48.62584885490218,35.8137
-2.0070094786307906,48.630335792539256,33.6865
-2.0074497482547784,48.63482272112975,40.9138
-2.0078900952030327,48.63930964064556,50.8923
-2.0083305194958996,48.643796551058536,57.3319
-2.0087710211537257,48.64828345234057,51.2171
-2.0092116001968745,48.65277034446353,35.2084
-2.009652256645706,48.65725722739929,18.4312
-2.0100929905205964,48.66174410111972,1.44135
-2.0105338018419228,48.66623096559668,1.17107
-2.0109746906300714,48.67071782080201,0.775036
-2.0114156569054376,48.675204666707614,0.674827
-2.0118567006884205,48.679691503285326,0.604549
-1.9971648079124946,48.599218479496706,1.27437
-1.9976039456908221,48.60370549592987,1.9423
-1.9980431605483313,48.608192503487736,2.92634
-1.9984824525052889,48.612679502142214,4.3574
-1.9989218215819677,48.61716649186518,20.2516
-1.9993612677986508,48.62165347262851,43.6544
-1.999800791175624,48.626140444404115,46.1935
-2.000240391733187,48.630627407163864,47.2992
-2.0006800694916396,48.63511436087965,49.6662
-2.001119824471294,48.63960130552333,37.6214
