longitude,latitude,light_pollution
1.4800739755419279,49.107718309992386,1.87954
1.4799368547256393,49.112213707932085,1.36791
1.4797997091695925,49.11670910151256,0.925965
1.4796625388670923,49.12120449070619,0.682351
1.479525343811441,49.12569987548535,0.622712
1.4793881239959392,49.130195255822436,0.559885
1.4792508794138841,49.13469063168983,0.548924
1.479113610058571,49.1391860030599,0.504606
1.4789763159232923,49.14368136990502,0.496525
1.4788389970013387,49.148176732197555,0.441524
1.478701653285998,49.15267208990989,0.43218
1.4785642847705558,49.15716744301438,0.39368
1.4784268914482954,49.161662791483394,0.369063
1.4782894733124967,49.16615813528931,0.368771
1.4781520303564388,49.17065347440446,0.363735
1.4780145625733967,49.17514880880122,0.388953
1.4778770699566444,49.17964413845195,0.390142
1.4777395524994528,49.184139463329,0.398438
1.47760201019509,49.18863478340471,0.499485
1.4774644430368227,49.19313009865144,0.516012
1.4773268510179134,49.19762540904154,0.470563
1.4771892341316244,49.20212071454735,0.439171
1.4770515923712142,49.206616015141215,0.438208
1.476913925729939,49.21111131079547,0.425917
1.4767762342010526,49.215606601482456,0.44875
1.4766385177778067,49.220101887174515,0.470445
1.4765007764534503,49.22459716784396,0.470511
1.4763630102212297,49.229092443463145,0.476041
1.4762252190743894,49.233587714004386,0.443625
1.486921202706036,49.10780812303236,10.3413
1.4867846992874465,49.11230352898994,1.25604
1.4866481712404027,49.11679893058919,0.933391
1.4865116185582399,49.12129432780248,0.803879
1.4863750412342904,49.12578972060222,0.671673
1.4862384392618846,49.13028510896075,0.594223
1.4861018126343493,49.1347804928505,0.557308
1.4859651613450109,49.13927587224382,0.515054
1.4858284853871917,49.14377124711309,0.459543
1.4856917847542126,49.14826661743066,0.44448
1.4855550594393911,49.152761983168936,0.411698
1.4854183094360438,49.15725734430027,0.398217
1.4852815347374833,49.16175270079702,0.36857
1.48514473533702,49.16624805263156,0.346683
1.4850079112279635,49.17074339977624,0.35639
1.4848710624036188,49.17523874220344,0.391385
1.4847341888572902,49.17973407988549,0.382098
1.4845972905822789,49.18422941279476,0.37974
1.4844603675718826,49.18872474090359,0.467763
1.4843234198193989,49.193220064184345,0.461208
1.4841864473181208,49.19771538260937,0.412341
1.4840494500613406,49.202210696151006,0.394215
1.4839124280423468,49.20670600478159,0.43418
1.4837753812544263,49.21120130847345,0.434457
1.4836383096908632,49.215696607198964,0.446163
1.4835012133449392,49.22019190093043,0.535392
1.4833640922099336,49.224687189640214,0.424965
1.4832269462791239,49.22918247330062,0.474465
1.483089775545784,49.233677751883974,0.458425
1.4937684544919345,49.10789753060472,18.0093
1.4936325684777068,49.112392944543984,7.49389
1.4934966579463318,49.11688835412582,0.959335
1.4933607228911736,49.12138375932259,0.831714
1.4932247633055955,49.125879160106685,0.694688
1.4930887791829577,49.1303745564505,0.607594
1.4929527705166177,49.1348699483264,0.54979
1.492816737299931,49.139365335706756,0.473596
1.4926806795262508,49.14386071856396,0.444321
1.492544597188928,49.148356096870366,0.463412
1.4924084902813102,49.15285147059837,0.425898
1.4922723587967444,49.15734683972031,0.42275
1.4921362027285727,49.161842204208575,0.389093
1.4920000220701368,49.166337564035516,0.33796
1.4918638168147753,49.17083291917351,0.353803
1.4917275869558246,49.17532826959489,0.396502
1.4915913324866183,49.179823615272035,0.412891
1.4914550534004882,49.18431895617728,0.452215
1.4913187496907627,49.18881429228299,0.429713
1.4911824213507687,49.19330962356153,0.378845
1.4910460683738302,49.19780494998521,0.371161
1.4909096907532693,49.2023002715264,0.366212
1.4907732884824054,49.20679558815744,0.380811
1.4906368615545553,49.21129089985066,0.457279
1.4905004099630337,49.2157862065784,0.578247
1.4903639337011523,49.22028150831303,0.55866
1.4902274327622211,49.224776805026835,0.449661
1.4900909071395472,49.22927209669218,0.42958
1.4899543568264355,49.23376738328137,0.425629
1.5006157307883483,49.10798653270726,16.3548
1.5004804621851153,49.11248195459205,16.1883
1.5003451691760432,49.11697737212029,0.980642
1.5002098517545273,49.12147278526436,0.840178
1.5000745099139603,49.12596819399664,0.657668
1.4999391436477327,49.1304635982895,0.572191
1.499803752949232,49.13495899811535,0.537332
1.4996683378118443,49.139454393446556,0.505123
1.4995328982289526,49.1439497842555,0.49507
1.4993974341939378,49.14844517051453,0.483787
1.499261945700178,49.15294055219603,0.453927
1.4991264327410496,49.15743592927237,0.413046
1.4989908953099262,49.161931301715924,0.372786
1.4988553334001788,49.166426669499046,0.364103
1.4987197470051765,49.17092203259409,0.387028
1.4985841361182857,49.175417390973436,0.396478
1.4984485007328703,49.179912744609425,0.378727
1.4983128408422925,49.184408093474396,0.402116
1.4981771564399107,49.188903437540745,0.426385
1.4980414475190824,49.19339877678078,0.377066
1.497905714073162,49.19789411116689,0.364848
1.4977699560955013,49.20238944067138,0.349377
1.4976341735794503,49.2068847652666,0.365922
1.4974983665183563,49.21138008492491,0.483243
1.4973625349055637,49.21587539961864,0.612442
1.497226678734415,49.220370709320115,0.557837
1.4970907979982504,49.22486601400169,0.427007
1.4969548926904082,49.22936131363567,0.411668
1.4968189628042223,49.23385660819441,0.436014
1.507463031483998,49.108075129337855,2.71367
1.5073283802983617,49.112570559131996,2.90484
1.5071937048181978,49.117065984570445,3.35518
1.5070590050369317,49.12156140562561,1.87494
1.5069242809479853,49.126056822269874,0.915506
1.5067895325447798,49.13055223447561,0.842156
